doc_id,bow
406,"[(50, 1), (60, 3), (75, 1), (77, 1), (78, 1), (81, 1), (165, 2), (196, 1), (199, 1), (220, 4), (238, 2), (252, 2), (280, 1), (326, 1), (416, 1), (428, 1), (444, 1), (456, 1), (497, 2), (515, 1), (516, 1), (521, 1), (524, 1), (660, 2), (764, 2), (778, 2), (779, 1), (791, 1), (798, 1), (968, 1), (969, 1), (1015, 2), (1228, 1), (1229, 2), (1240, 1), (1297, 2), (1426, 1), (1492, 1), (1579, 1), (1694, 1), (1698, 1), (1835, 1), (1872, 2), (1892, 1), (1908, 1), (2124, 1), (2189, 1), (2458, 1), (2603, 1), (2833, 1), (2899, 1), (3456, 1), (3460, 1), (3787, 1), (3822, 1), (4152, 1), (5000, 1), (5032, 1), (5060, 1), (5062, 1), (5286, 2), (5375, 1), (5441, 1), (5473, 1), (5513, 1), (5782, 2), (7016, 1), (7567, 1), (7736, 1), (7737, 1), (7738, 1)]"
407,"[(36, 1), (75, 1), (289, 4), (311, 1), (346, 1), (372, 1), (428, 5), (442, 2), (516, 1), (518, 1), (600, 1), (739, 1), (770, 1), (791, 1), (838, 3), (863, 2), (921, 1), (995, 1), (1028, 2), (1140, 1), (1151, 1), (1183, 1), (1194, 1), (1405, 1), (1490, 1), (1544, 1), (1570, 1), (1588, 1), (1868, 1), (1883, 1), (1884, 1), (1902, 1), (1906, 1), (1910, 1), (1912, 2), (1968, 1), (2291, 1), (2603, 1), (2613, 1), (2929, 1), (2937, 1), (2999, 1), (3038, 1), (3343, 1), (3715, 1), (4222, 1), (4246, 1), (4754, 1), (5312, 2), (5315, 1), (5603, 1), (7739, 1), (7740, 1), (7741, 1), (7742, 1), (7743, 1), (7744, 1)]"
408,"[(35, 1), (47, 1), (69, 3), (72, 1), (77, 1), (80, 2), (81, 2), (82, 1), (84, 1), (85, 1), (128, 1), (140, 2), (177, 1), (187, 1), (208, 1), (332, 1), (407, 2), (440, 1), (442, 4), (453, 1), (456, 2), (535, 1), (593, 1), (652, 1), (660, 1), (696, 1), (704, 2), (709, 1), (710, 1), (721, 1), (739, 1), (783, 1), (810, 1), (838, 2), (930, 1), (1002, 1), (1168, 3), (1169, 2), (1186, 1), (1200, 1), (1242, 1), (1270, 1), (1321, 1), (1395, 2), (1423, 1), (1434, 1), (1441, 1), (1530, 1), (1720, 1), (1786, 1), (1829, 1), (1839, 1), (1865, 1), (1973, 1), (2025, 2), (2131, 1), (2167, 1), (2189, 1), (2320, 1), (2415, 1), (2492, 1), (2574, 1), (2818, 1), (2958, 1), (3008, 1), (3047, 2), (3210, 1), (3265, 1), (3319, 1), (3385, 1), (3399, 1), (3540, 1), (3588, 1), (3626, 1), (3652, 5), (4002, 1), (4189, 1), (4450, 1), (4788, 1), (5059, 3), (5208, 1), (5538, 1), (5635, 1), (5701, 3), (5718, 1), (5772, 1), (7054, 1), (7419, 1), (7735, 1), (7745, 1), (7746, 1), (7747, 1), (7748, 1)]"
409,"[(44, 4), (47, 1), (60, 2), (61, 1), (72, 1), (74, 1), (75, 1), (85, 1), (100, 1), (114, 1), (125, 1), (126, 3), (138, 1), (151, 1), (167, 4), (169, 1), (178, 1), (196, 2), (199, 1), (204, 3), (225, 1), (280, 2), (292, 7), (296, 1), (347, 2), (358, 1), (378, 1), (407, 1), (408, 1), (416, 2), (429, 1), (439, 1), (448, 1), (449, 1), (450, 1), (494, 1), (626, 1), (659, 1), (660, 1), (704, 2), (709, 1), (721, 1), (783, 2), (804, 2), (810, 1), (835, 1), (857, 1), (863, 1), (873, 2), (887, 1), (891, 1), (911, 1), (943, 2), (968, 1), (990, 1), (1002, 2), (1006, 1), (1007, 3), (1029, 1), (1077, 1), (1110, 1), (1111, 4), (1120, 1), (1132, 3), (1162, 1), (1167, 2), (1176, 1), (1186, 1), (1203, 1), (1211, 1), (1233, 1), (1270, 1), (1276, 1), (1304, 1), (1354, 1), (1555, 1), (1562, 1), (1580, 1), (1686, 3), (1718, 1), (1747, 1), (1755, 1), (1860, 1), (1883, 1), (1884, 1), (1890, 1), (1919, 1), (1930, 1), (1935, 1), (2025, 2), (2118, 1), (2184, 1), (2198, 1), (2240, 1), (2332, 2), (2389, 2), (2434, 1), (2468, 3), (2475, 2), (2497, 3), (2498, 1), (2505, 11), (2509, 2), (2524, 1), (2532, 1), (2586, 1), (2602, 1), (2762, 1), (2769, 2), (2813, 2), (2827, 1), (2842, 1), (2929, 2), (3014, 1), (3114, 1), (3299, 1), (3330, 1), (3410, 1), (3420, 1), (3529, 1), (3583, 1), (3605, 1), (3663, 1), (3709, 1), (3719, 1), (3868, 1), (4188, 1), (4306, 1), (4322, 1), (4370, 3), (4375, 3), (4641, 1), (4677, 1), (4744, 1), (5023, 1), (5058, 2), (5175, 1), (5475, 1), (5490, 1), (5600, 2), (5832, 1), (5899, 1), (6125, 1), (6129, 1), (6139, 2), (6201, 4), (6648, 2), (6701, 1), (6961, 1), (7039, 1), (7082, 3), (7127, 1), (7418, 3), (7719, 1), (7749, 9), (7750, 4), (7751, 9), (7752, 1), (7753, 1), (7754, 1), (7755, 1), (7756, 1), (7757, 2), (7758, 1), (7759, 1), (7760, 1), (7761, 1), (7762, 1), (7763, 1), (7764, 1), (7765, 1), (7766, 3)]"
410,"[(19, 1), (32, 1), (45, 2), (63, 1), (77, 1), (108, 1), (141, 2), (142, 4), (148, 1), (163, 2), (165, 1), (177, 1), (178, 2), (190, 2), (196, 3), (221, 1), (230, 1), (359, 1), (384, 1), (429, 1), (515, 3), (539, 1), (540, 1), (593, 3), (736, 1), (741, 1), (770, 2), (793, 2), (810, 2), (858, 1), (889, 1), (895, 1), (969, 1), (998, 4), (1002, 2), (1168, 1), (1268, 1), (1308, 1), (1352, 1), (1371, 2), (1423, 1), (1672, 1), (1686, 1), (1716, 1), (1775, 1), (1902, 1), (1914, 1), (2035, 1), (2131, 1), (2202, 1), (2435, 1), (2482, 1), (2518, 1), (2547, 1), (2854, 2), (3038, 1), (3210, 1), (3604, 1), (3868, 1), (5034, 1), (5313, 1), (5775, 1), (7499, 1), (7767, 1)]"
411,"[(27, 1), (30, 1), (44, 1), (67, 1), (94, 2), (112, 1), (139, 1), (148, 2), (153, 1), (163, 6), (175, 1), (198, 2), (220, 1), (280, 1), (312, 2), (380, 1), (390, 1), (393, 1), (440, 1), (456, 1), (508, 1), (543, 2), (593, 2), (740, 1), (749, 1), (789, 1), (793, 1), (794, 1), (946, 2), (949, 1), (973, 1), (1002, 2), (1007, 1), (1030, 1), (1070, 2), (1084, 1), (1163, 1), (1183, 1), (1243, 1), (1255, 1), (1313, 1), (1318, 1), (1408, 3), (1450, 1), (1508, 1), (1535, 2), (1585, 2), (1860, 1), (1878, 1), (1990, 1), (2014, 1), (2161, 1), (2170, 1), (2302, 1), (2373, 2), (2400, 1), (2455, 1), (2469, 1), (2510, 1), (2586, 2), (2631, 1), (2897, 1), (3003, 1), (3038, 1), (3202, 1), (3449, 1), (3645, 1), (3863, 1), (4362, 1), (4729, 2), (4838, 6), (4870, 1), (5061, 1), (5118, 1), (6218, 1), (6319, 1), (6455, 1), (6709, 2), (6710, 2), (6711, 2), (6712, 2), (6713, 2), (6715, 3), (6716, 2), (7138, 1), (7768, 1), (7769, 1), (7770, 4), (7771, 2), (7772, 2), (7773, 1), (7774, 1), (7775, 1), (7776, 1)]"
412,"[(19, 1), (44, 1), (63, 2), (72, 1), (90, 1), (134, 1), (146, 1), (153, 1), (163, 1), (195, 1), (202, 1), (263, 5), (281, 1), (289, 1), (294, 1), (295, 1), (315, 1), (335, 1), (363, 1), (371, 1), (374, 1), (400, 2), (401, 1), (403, 1), (408, 2), (414, 1), (438, 1), (442, 1), (449, 1), (470, 2), (472, 2), (489, 1), (511, 1), (515, 3), (543, 1), (567, 1), (669, 1), (706, 1), (750, 1), (756, 1), (784, 1), (895, 1), (969, 1), (1015, 2), (1059, 1), (1141, 1), (1275, 1), (1326, 1), (1378, 1), (1454, 3), (1531, 1), (1585, 3), (1669, 1), (1684, 3), (1753, 1), (1769, 1), (1775, 1), (1850, 1), (1869, 1), (1986, 1), (2125, 1), (2457, 1), (2482, 2), (2586, 1), (2831, 1), (2993, 1), (3525, 1), (3675, 1), (3730, 1), (3786, 1), (3872, 3), (4302, 4), (4316, 1), (4450, 1), (4937, 1), (4978, 1), (5054, 1), (5106, 1), (5237, 1), (5504, 1), (6294, 1), (6511, 1), (6769, 1), (7277, 1), (7777, 1), (7778, 1), (7779, 1), (7780, 1), (7781, 1)]"
413,"[(13, 1), (26, 1), (44, 1), (45, 2), (60, 1), (62, 1), (89, 2), (94, 1), (100, 1), (108, 1), (126, 2), (146, 1), (148, 1), (155, 1), (174, 1), (175, 1), (176, 1), (212, 1), (220, 1), (221, 1), (222, 1), (247, 1), (258, 1), (274, 2), (289, 3), (316, 1), (319, 6), (371, 1), (389, 5), (405, 1), (416, 1), (427, 1), (429, 1), (467, 1), (471, 1), (472, 1), (494, 1), (516, 1), (572, 1), (677, 1), (804, 1), (838, 1), (922, 1), (936, 1), (953, 1), (998, 1), (1078, 1), (1118, 1), (1126, 1), (1149, 1), (1162, 1), (1233, 1), (1239, 1), (1308, 2), (1327, 2), (1353, 2), (1382, 1), (1414, 1), (1549, 1), (1579, 1), (1584, 1), (1661, 2), (1668, 1), (1699, 1), (1736, 1), (1759, 1), (1763, 1), (1789, 1), (1884, 1), (1885, 1), (1951, 1), (2076, 1), (2124, 1), (2161, 1), (2209, 1), (2275, 1), (2302, 2), (2307, 1), (2362, 1), (2443, 1), (2522, 1), (2652, 1), (2682, 1), (2762, 1), (2848, 7), (3272, 1), (3307, 6), (3310, 1), (3315, 1), (3433, 1), (3668, 1), (4276, 1), (4401, 1), (4704, 1), (4923, 1), (4992, 1), (5105, 1), (5126, 1), (5129, 1), (5130, 1), (5181, 1), (5202, 1), (5357, 2), (5694, 1), (5786, 4), (5983, 1), (5995, 1), (6047, 1), (6058, 1), (6712, 1), (6907, 1), (7453, 1), (7635, 1), (7782, 1), (7783, 2), (7784, 1), (7785, 1), (7786, 1), (7787, 1), (7788, 1), (7789, 1), (7790, 1), (7791, 1), (7792, 1)]"
414,"[(3, 1), (44, 3), (69, 1), (104, 3), (145, 1), (163, 1), (175, 1), (184, 1), (220, 4), (222, 1), (238, 1), (245, 1), (269, 1), (272, 1), (438, 1), (497, 1), (515, 2), (522, 1), (535, 1), (620, 1), (621, 1), (638, 1), (696, 1), (744, 1), (756, 1), (763, 1), (769, 1), (798, 1), (820, 1), (895, 1), (911, 1), (921, 1), (928, 1), (986, 1), (990, 1), (1059, 1), (1086, 1), (1108, 1), (1351, 1), (1400, 1), (1407, 1), (1452, 1), (1520, 1), (1672, 2), (1676, 1), (1682, 1), (1697, 1), (1719, 1), (1875, 1), (1951, 1), (1987, 1), (2014, 1), (2191, 1), (2195, 1), (2334, 1), (2456, 1), (2779, 3), (2929, 1), (2952, 1), (3278, 1), (3662, 1), (3790, 1), (3791, 1), (3946, 1), (4049, 1), (4293, 1), (4323, 1), (4975, 1), (5219, 1), (5856, 1), (7310, 1), (7738, 1), (7793, 1), (7794, 1), (7795, 1), (7796, 1)]"
415,"[(13, 1), (47, 1), (62, 1), (124, 1), (175, 2), (184, 1), (222, 1), (408, 1), (449, 1), (469, 1), (490, 1), (614, 1), (739, 1), (913, 3), (914, 1), (998, 1), (1105, 1), (1108, 1), (1168, 3), (1240, 1), (1268, 1), (1270, 1), (1381, 1), (1522, 1), (1566, 1), (1604, 1), (1729, 1), (1821, 2), (1902, 1), (1909, 1), (1920, 1), (2087, 1), (2397, 3), (2473, 1), (2474, 1), (2771, 1), (2811, 1), (2855, 1), (2920, 1), (2995, 1), (3232, 3), (3668, 1), (3675, 1), (3984, 1), (4122, 1), (4384, 1), (4476, 1), (4937, 1), (4975, 1), (5479, 2), (5629, 1), (7797, 1), (7798, 1), (7799, 1), (7800, 1)]"
416,"[(19, 1), (24, 1), (44, 1), (81, 1), (93, 3), (121, 1), (134, 1), (139, 1), (163, 1), (167, 1), (169, 2), (178, 1), (184, 1), (221, 1), (289, 5), (301, 1), (359, 1), (406, 1), (447, 1), (475, 1), (476, 1), (535, 1), (567, 1), (659, 1), (673, 1), (700, 3), (758, 1), (765, 1), (770, 1), (785, 1), (789, 1), (798, 3), (806, 1), (816, 6), (837, 1), (928, 1), (961, 1), (980, 1), (1052, 1), (1109, 1), (1117, 1), (1155, 1), (1168, 3), (1174, 1), (1288, 1), (1439, 1), (1463, 1), (1512, 3), (1555, 1), (1716, 1), (1943, 2), (1973, 1), (2131, 1), (2205, 1), (2337, 1), (2586, 1), (2854, 1), (2916, 1), (2937, 1), (3214, 1), (3218, 1), (3388, 1), (3463, 1), (3472, 1), (3896, 1), (4210, 1), (4226, 1), (4316, 1), (4710, 1), (4809, 1), (4927, 1), (5021, 1), (5088, 1), (5184, 4), (5206, 1), (5328, 2), (5629, 1), (5943, 1), (6973, 1), (6986, 1), (6996, 1), (7801, 1), (7802, 1), (7803, 2), (7804, 1), (7805, 1), (7806, 1), (7807, 1)]"
417,"[(13, 1), (35, 1), (68, 1), (81, 1), (145, 1), (163, 1), (165, 1), (166, 1), (170, 1), (184, 1), (192, 1), (196, 1), (289, 1), (384, 1), (403, 1), (404, 1), (430, 1), (497, 1), (531, 2), (539, 2), (582, 1), (636, 4), (717, 1), (719, 1), (794, 1), (810, 1), (881, 1), (892, 1), (969, 1), (1028, 1), (1075, 1), (1126, 1), (1135, 1), (1249, 1), (1282, 1), (1316, 1), (1353, 1), (1502, 1), (1530, 1), (1706, 1), (1850, 1), (1877, 1), (1903, 2), (2129, 1), (2131, 2), (2198, 1), (2419, 1), (2435, 1), (2442, 1), (2837, 1), (2838, 2), (2846, 1), (2954, 1), (3003, 1), (3044, 1), (3202, 1), (3322, 1), (3476, 2), (3543, 1), (3546, 1), (3726, 1), (3948, 1), (4011, 1), (4049, 2), (4687, 1), (4710, 1), (4801, 1), (5101, 1), (5166, 1), (5256, 1), (5257, 2), (5400, 1), (5505, 1), (5609, 1), (5785, 2), (6181, 1), (6610, 1), (6636, 3), (7370, 1), (7736, 1), (7808, 1), (7809, 1), (7810, 1)]"
418,"[(3, 3), (17, 2), (69, 1), (81, 1), (100, 2), (104, 1), (169, 1), (175, 1), (176, 1), (221, 1), (289, 1), (295, 3), (302, 1), (359, 1), (404, 1), (434, 1), (469, 1), (475, 1), (478, 1), (480, 2), (481, 1), (502, 1), (558, 1), (567, 3), (623, 1), (631, 1), (661, 1), (678, 1), (700, 1), (749, 1), (895, 3), (1024, 2), (1109, 1), (1158, 1), (1169, 1), (1232, 2), (1236, 1), (1250, 1), (1268, 1), (1316, 2), (1320, 1), (1339, 4), (1354, 1), (1406, 1), (1439, 3), (1524, 1), (1571, 2), (2029, 1), (2136, 1), (2137, 1), (2232, 2), (2245, 1), (2286, 1), (2482, 3), (2518, 1), (2599, 2), (2697, 3), (2893, 1), (3069, 1), (3165, 1), (3227, 1), (3308, 1), (3435, 1), (3445, 1), (3451, 1), (3593, 1), (3767, 1), (3769, 2), (3784, 1), (4069, 1), (4072, 1), (4316, 1), (4362, 1), (4371, 1), (5101, 1), (5180, 6), (5184, 8), (5381, 1), (5625, 1), (6063, 3), (6226, 1), (6254, 1), (6292, 2), (6650, 1), (6891, 2), (6973, 2), (7811, 1), (7812, 1), (7813, 1), (7814, 1), (7815, 1), (7816, 3), (7817, 1), (7818, 1), (7819, 1), (7820, 1), (7821, 1), (7822, 1), (7823, 1)]"
419,"[(5, 1), (17, 1), (68, 1), (112, 1), (140, 1), (142, 1), (163, 1), (165, 1), (184, 1), (223, 1), (255, 1), (258, 1), (292, 1), (359, 1), (407, 1), (540, 1), (643, 1), (689, 3), (778, 1), (806, 1), (807, 1), (829, 1), (830, 1), (857, 2), (873, 1), (881, 1), (900, 2), (904, 1), (913, 1), (936, 1), (961, 1), (998, 1), (1002, 1), (1006, 1), (1029, 1), (1162, 2), (1172, 1), (1176, 2), (1186, 1), (1195, 1), (1201, 1), (1220, 2), (1270, 1), (1313, 1), (1319, 1), (1408, 2), (1434, 1), (1500, 1), (1624, 1), (1718, 1), (1727, 1), (1729, 1), (1735, 1), (1745, 1), (1787, 1), (1835, 1), (1863, 1), (1870, 1), (1889, 1), (1984, 1), (2226, 1), (2232, 1), (2357, 1), (2419, 1), (2434, 1), (2455, 1), (2518, 1), (2522, 1), (2949, 1), (2989, 1), (3014, 1), (3194, 1), (3210, 1), (3501, 1), (3544, 1), (3663, 1), (4141, 1), (4186, 1), (4226, 1), (4361, 1), (4642, 1), (4752, 1), (5160, 1), (6022, 1), (6127, 1), (6374, 1), (6399, 1), (6575, 2), (7165, 1), (7824, 1), (7825, 1), (7826, 1), (7827, 1)]"
420,"[(13, 1), (19, 1), (30, 1), (45, 1), (69, 1), (72, 1), (76, 1), (85, 1), (106, 1), (126, 1), (139, 1), (148, 2), (166, 1), (167, 2), (175, 1), (177, 1), (178, 1), (182, 1), (184, 1), (191, 1), (258, 1), (264, 1), (289, 1), (297, 1), (407, 1), (447, 2), (461, 2), (512, 1), (535, 2), (593, 2), (643, 1), (700, 1), (759, 1), (795, 1), (808, 1), (810, 3), (815, 1), (829, 1), (838, 2), (869, 1), (902, 1), (921, 1), (939, 3), (987, 2), (1002, 2), (1007, 1), (1012, 1), (1160, 1), (1176, 1), (1186, 2), (1270, 1), (1288, 1), (1373, 2), (1408, 1), (1441, 1), (1472, 1), (1508, 1), (1550, 1), (1555, 1), (1570, 1), (1598, 1), (1754, 1), (1819, 1), (1883, 1), (1910, 1), (1968, 1), (2025, 1), (2211, 1), (2275, 1), (2389, 1), (2455, 2), (2505, 2), (2812, 1), (2827, 1), (2840, 1), (2906, 1), (2935, 2), (2989, 1), (3343, 1), (3544, 1), (4033, 1), (4101, 1), (4348, 1), (4349, 1), (4473, 1), (5126, 1), (5241, 1), (5308, 1), (5794, 1), (6137, 1), (6231, 1), (6518, 1), (6949, 1), (7342, 1), (7365, 1), (7828, 1), (7829, 1), (7830, 1), (7831, 1), (7832, 1)]"
421,"[(3, 1), (19, 1), (62, 1), (81, 1), (163, 1), (175, 1), (245, 1), (274, 1), (301, 1), (302, 1), (442, 1), (535, 1), (543, 1), (810, 2), (933, 1), (996, 1), (1002, 1), (1011, 1), (1074, 1), (1157, 1), (1186, 2), (1209, 1), (1274, 1), (1326, 1), (1406, 1), (1440, 1), (1529, 1), (1800, 1), (2173, 1), (2267, 1), (2408, 1), (2482, 2), (2958, 1), (3071, 1), (3214, 1), (3315, 1), (4270, 1), (4992, 1), (5122, 1), (5281, 1), (5392, 1), (5396, 1), (5428, 1), (5540, 1), (5638, 1), (6227, 1), (7214, 1), (7255, 4), (7720, 1), (7833, 1), (7834, 1)]"
422,"[(19, 1), (26, 1), (32, 2), (44, 1), (47, 2), (56, 1), (85, 3), (148, 2), (153, 1), (155, 1), (160, 1), (173, 1), (177, 1), (193, 1), (196, 2), (199, 1), (243, 1), (264, 1), (289, 3), (301, 1), (373, 1), (408, 1), (448, 1), (450, 1), (494, 1), (515, 1), (543, 1), (572, 1), (593, 1), (706, 1), (755, 1), (783, 2), (794, 1), (804, 2), (810, 1), (835, 1), (858, 3), (859, 1), (939, 1), (961, 1), (1007, 1), (1015, 1), (1105, 1), (1233, 1), (1263, 1), (1270, 1), (1297, 3), (1371, 1), (1392, 1), (1393, 1), (1414, 1), (1415, 4), (1440, 1), (1494, 1), (1506, 2), (1513, 2), (1534, 1), (1563, 1), (1665, 1), (1718, 1), (1743, 1), (1777, 2), (1778, 1), (1785, 1), (1790, 1), (2025, 1), (2076, 1), (2561, 1), (2697, 1), (2762, 1), (2988, 1), (4008, 1), (4188, 1), (5123, 1), (5338, 1), (5695, 1), (6086, 1), (6271, 1), (7020, 1), (7073, 2), (7095, 1), (7582, 1), (7835, 1), (7836, 1), (7837, 2), (7838, 1)]"
423,"[(13, 1), (17, 1), (30, 1), (69, 1), (75, 1), (76, 1), (77, 2), (84, 1), (85, 2), (112, 1), (139, 2), (140, 1), (163, 3), (169, 1), (176, 3), (177, 1), (178, 2), (180, 1), (194, 1), (220, 2), (247, 1), (261, 1), (278, 1), (280, 1), (295, 2), (302, 1), (374, 1), (384, 1), (393, 1), (483, 1), (493, 1), (494, 1), (518, 2), (522, 1), (533, 10), (534, 1), (535, 2), (610, 1), (614, 3), (626, 1), (651, 1), (654, 1), (662, 1), (770, 1), (778, 2), (791, 2), (794, 1), (798, 1), (810, 1), (820, 1), (921, 1), (953, 2), (972, 1), (1029, 1), (1030, 1), (1044, 1), (1149, 1), (1209, 1), (1254, 1), (1330, 1), (1414, 1), (1588, 2), (1631, 4), (1690, 1), (1718, 2), (1730, 1), (1755, 1), (1858, 1), (1966, 1), (1973, 1), (2075, 1), (2121, 1), (2129, 1), (2131, 2), (2147, 1), (2167, 1), (2264, 2), (2472, 1), (2482, 1), (2586, 1), (2618, 1), (2652, 1), (3070, 1), (3082, 2), (3214, 2), (3240, 3), (3276, 1), (3299, 1), (3814, 1), (3856, 1), (4018, 1), (4175, 1), (4275, 1), (4292, 2), (4348, 1), (4837, 1), (4976, 2), (4977, 1), (4981, 1), (5047, 1), (5109, 1), (5594, 2), (5936, 9), (6006, 1), (6097, 1), (6110, 1), (7596, 1), (7839, 1), (7840, 1), (7841, 1), (7842, 1), (7843, 1), (7844, 1), (7845, 1), (7846, 1), (7847, 1), (7848, 1), (7849, 1), (7850, 1), (7851, 1)]"
424,"[(26, 1), (35, 1), (36, 1), (44, 3), (81, 2), (84, 2), (104, 2), (107, 1), (116, 1), (126, 1), (138, 1), (142, 1), (143, 13), (155, 2), (162, 2), (163, 2), (165, 3), (166, 1), (169, 2), (172, 1), (175, 1), (182, 3), (184, 1), (191, 1), (220, 3), (230, 1), (252, 6), (261, 2), (264, 1), (270, 1), (271, 1), (274, 1), (292, 5), (295, 2), (313, 1), (346, 1), (371, 1), (372, 4), (416, 3), (428, 1), (430, 1), (444, 1), (456, 1), (458, 1), (465, 2), (469, 1), (472, 1), (516, 3), (521, 1), (524, 2), (532, 4), (533, 3), (541, 1), (549, 2), (562, 1), (593, 1), (610, 1), (616, 1), (638, 1), (649, 1), (659, 1), (660, 2), (669, 1), (683, 1), (704, 5), (714, 2), (779, 3), (789, 1), (795, 1), (820, 1), (827, 1), (845, 1), (849, 1), (858, 1), (881, 2), (889, 1), (895, 1), (908, 1), (921, 1), (927, 1), (949, 1), (984, 2), (995, 1), (1005, 1), (1006, 1), (1030, 1), (1057, 1), (1066, 3), (1077, 1), (1099, 1), (1120, 2), (1142, 1), (1158, 1), (1166, 2), (1176, 5), (1186, 3), (1199, 11), (1218, 1), (1220, 1), (1228, 4), (1229, 6), (1233, 1), (1236, 3), (1240, 1), (1241, 1), (1296, 1), (1312, 3), (1326, 1), (1346, 1), (1394, 1), (1396, 1), (1426, 1), (1472, 1), (1492, 1), (1499, 1), (1516, 1), (1522, 1), (1563, 1), (1588, 3), (1648, 2), (1671, 1), (1674, 3), (1675, 1), (1686, 1), (1730, 1), (1745, 1), (1775, 2), (1785, 1), (1800, 6), (1805, 1), (1833, 2), (1850, 1), (1885, 1), (1910, 3), (1936, 1), (1937, 3), (1951, 2), (1960, 1), (2025, 1), (2028, 1), (2076, 2), (2126, 2), (2192, 1), (2215, 1), (2233, 1), (2245, 1), (2389, 3), (2397, 1), (2438, 1), (2479, 1), (2496, 1), (2544, 1), (2603, 1), (2652, 2), (2655, 6), (2672, 1), (2676, 1), (2695, 1), (2729, 1), (2807, 2), (2827, 1), (2831, 1), (2882, 1), (2929, 1), (2930, 2), (2993, 1), (3038, 1), (3044, 1), (3194, 1), (3214, 1), (3268, 1), (3308, 2), (3374, 1), (3375, 3), (3425, 1), (3431, 1), (3454, 1), (3462, 1), (3473, 1), (3544, 1), (3589, 2), (3663, 1), (3700, 3), (3702, 1), (3708, 1), (3739, 2), (3749, 1), (3750, 1), (3816, 1), (3894, 1), (3920, 1), (3931, 1), (3936, 1), (4010, 1), (4114, 1), (4131, 1), (4168, 1), (4188, 1), (4212, 1), (4235, 1), (4240, 1), (4306, 2), (4350, 1), (4351, 1), (4407, 1), (4491, 1), (4515, 1), (4590, 1), (4679, 1), (4752, 1), (4787, 1), (4788, 1), (4789, 1), (4801, 3), (4803, 3), (4808, 3), (4813, 1), (4814, 1), (4934, 1), (4956, 1), (5032, 1), (5036, 1), (5058, 3), (5060, 1), (5063, 1), (5067, 1), (5072, 2), (5101, 1), (5178, 1), (5183, 1), (5198, 1), (5297, 1), (5533, 1), (5733, 1), (5752, 1), (5791, 1), (6001, 1), (6137, 1), (6231, 1), (6287, 1), (6334, 2), (6338, 1), (6352, 1), (6703, 1), (6724, 1), (6768, 1), (6780, 1), (6948, 1), (7095, 1), (7166, 2), (7170, 2), (7396, 1), (7407, 2), (7573, 1), (7825, 1), (7852, 1), (7853, 1), (7854, 1), (7855, 1), (7856, 1), (7857, 2), (7858, 1), (7859, 1), (7860, 1), (7861, 1), (7862, 1), (7863, 1), (7864, 1), (7865, 1), (7866, 1), (7867, 1), (7868, 1), (7869, 1), (7870, 2), (7871, 1), (7872, 1), (7873, 1), (7874, 1), (7875, 3), (7876, 1), (7877, 1), (7878, 1), (7879, 1), (7880, 1)]"
425,"[(6, 2), (19, 1), (24, 1), (26, 1), (36, 1), (72, 2), (75, 2), (80, 1), (81, 1), (85, 4), (89, 1), (93, 1), (128, 1), (139, 1), (146, 1), (148, 5), (176, 1), (178, 1), (182, 1), (192, 1), (239, 1), (252, 6), (264, 1), (289, 5), (292, 2), (311, 1), (331, 1), (371, 1), (407, 1), (429, 3), (433, 2), (439, 3), (440, 1), (442, 4), (459, 1), (502, 1), (515, 1), (520, 1), (593, 1), (617, 1), (704, 1), (709, 1), (810, 2), (858, 4), (863, 1), (864, 1), (984, 1), (1002, 1), (1007, 1), (1012, 1), (1029, 1), (1125, 1), (1140, 1), (1149, 1), (1195, 2), (1242, 1), (1254, 1), (1263, 1), (1270, 1), (1288, 1), (1371, 1), (1392, 5), (1434, 1), (1441, 1), (1452, 1), (1532, 1), (1534, 1), (1550, 1), (1560, 1), (1683, 1), (1689, 1), (1976, 1), (1990, 1), (2025, 1), (2389, 2), (2482, 1), (2603, 1), (2764, 2), (4341, 1), (4554, 2), (4927, 1), (4998, 1), (5061, 1), (5085, 3), (5175, 2), (6336, 1), (6380, 1), (6441, 1), (7080, 1), (7881, 1), (7882, 1), (7883, 1), (7884, 1)]"
426,"[(3, 2), (63, 1), (81, 9), (93, 2), (167, 1), (169, 2), (203, 1), (208, 1), (221, 1), (289, 1), (292, 2), (316, 1), (452, 2), (492, 1), (515, 1), (669, 1), (750, 1), (760, 1), (770, 2), (831, 1), (835, 3), (876, 2), (930, 1), (933, 1), (953, 1), (996, 1), (997, 1), (1015, 1), (1120, 1), (1149, 1), (1240, 2), (1662, 1), (1785, 1), (1826, 3), (1879, 1), (1956, 1), (1973, 1), (2143, 2), (2198, 1), (2398, 1), (2400, 6), (2482, 1), (2486, 1), (2496, 2), (2559, 1), (2569, 1), (2602, 1), (2828, 1), (2854, 1), (2934, 1), (3039, 4), (3214, 1), (3218, 1), (3277, 1), (3295, 1), (3311, 2), (3369, 1), (3463, 1), (3708, 4), (3727, 1), (3815, 1), (4138, 1), (4357, 1), (4518, 1), (4999, 1), (5102, 1), (5133, 1), (5184, 14), (5560, 1), (5846, 1), (6304, 1), (7812, 1), (7885, 1), (7886, 1)]"
