doc_id,bow
384,"[(8, 1), (26, 1), (32, 1), (47, 1), (48, 2), (69, 1), (72, 2), (77, 1), (81, 3), (85, 1), (116, 1), (173, 1), (175, 1), (176, 1), (196, 3), (258, 1), (264, 1), (292, 1), (296, 1), (301, 3), (345, 1), (359, 1), (369, 1), (408, 2), (448, 1), (449, 1), (506, 1), (540, 1), (660, 2), (700, 1), (703, 1), (704, 2), (750, 2), (771, 1), (791, 1), (911, 2), (922, 1), (936, 1), (942, 1), (997, 1), (1007, 4), (1011, 2), (1034, 1), (1044, 3), (1174, 1), (1181, 2), (1203, 1), (1274, 4), (1288, 1), (1327, 2), (1352, 1), (1371, 3), (1380, 2), (1386, 1), (1422, 1), (1436, 2), (1463, 1), (1570, 1), (1624, 1), (1670, 1), (1745, 1), (1884, 1), (1915, 1), (1931, 1), (2025, 1), (2220, 1), (2402, 1), (2408, 1), (2431, 1), (2732, 1), (2962, 1), (2989, 1), (3053, 2), (3054, 1), (3078, 4), (3264, 1), (3295, 3), (3319, 2), (3395, 1), (3523, 1), (3589, 1), (3882, 1), (3920, 1), (4064, 1), (4348, 1), (4518, 1), (4951, 2), (4992, 1), (5043, 1), (5182, 1), (5189, 1), (5239, 1), (5537, 1), (5612, 1), (5680, 1), (5695, 2), (5712, 1), (5898, 1), (5981, 1), (6076, 1), (6095, 2), (7088, 1), (7215, 1), (7372, 1), (7376, 1), (7548, 1), (7549, 1), (7550, 1), (7551, 2), (7552, 1), (7553, 2), (7554, 1), (7555, 1), (7556, 1), (7557, 1), (7558, 3), (7559, 2), (7560, 1), (7561, 2), (7562, 1)]"
385,"[(19, 1), (44, 1), (47, 2), (49, 1), (72, 4), (76, 1), (77, 1), (81, 1), (104, 1), (120, 1), (125, 1), (139, 1), (140, 1), (148, 3), (150, 3), (160, 1), (163, 1), (164, 1), (175, 1), (177, 1), (219, 1), (225, 1), (302, 1), (407, 1), (430, 1), (447, 1), (448, 1), (516, 1), (582, 1), (643, 3), (670, 1), (785, 1), (794, 1), (798, 1), (810, 5), (812, 1), (816, 1), (838, 2), (864, 2), (895, 1), (902, 1), (913, 2), (993, 1), (1002, 3), (1142, 1), (1155, 1), (1156, 1), (1288, 1), (1318, 1), (1334, 1), (1385, 1), (1436, 1), (1476, 1), (1500, 1), (1664, 1), (1718, 1), (1787, 1), (1821, 1), (1870, 1), (1953, 1), (1983, 1), (1995, 1), (2189, 4), (2213, 1), (2311, 1), (2351, 1), (2394, 1), (2561, 1), (2827, 1), (2935, 1), (2937, 1), (2975, 1), (3264, 1), (3267, 1), (3697, 1), (4226, 1), (4859, 1), (5241, 1), (5424, 1), (5871, 1), (7459, 1), (7563, 1), (7564, 1)]"
386,"[(19, 1), (29, 1), (44, 2), (45, 1), (50, 1), (60, 1), (77, 2), (86, 1), (121, 1), (126, 1), (155, 1), (157, 1), (164, 1), (165, 2), (182, 1), (192, 1), (196, 5), (199, 1), (202, 1), (220, 1), (221, 2), (222, 1), (301, 1), (337, 1), (389, 1), (405, 1), (408, 1), (430, 1), (469, 1), (531, 1), (534, 1), (567, 1), (634, 3), (655, 1), (669, 2), (714, 1), (810, 1), (881, 1), (970, 1), (995, 2), (1028, 1), (1099, 1), (1296, 1), (1297, 2), (1441, 1), (1532, 1), (1588, 1), (1719, 1), (1805, 1), (1815, 1), (1823, 1), (1943, 1), (2298, 2), (2338, 1), (2346, 3), (2482, 1), (2518, 1), (2840, 1), (2885, 1), (2920, 1), (3044, 3), (3045, 1), (3277, 1), (3539, 1), (4008, 2), (4240, 1), (4801, 1), (5026, 4), (5130, 1), (6505, 1), (6923, 1), (6967, 1), (7565, 6), (7566, 1), (7567, 1), (7568, 3)]"
387,"[(47, 1), (69, 3), (72, 2), (81, 3), (89, 1), (106, 1), (110, 1), (146, 1), (172, 1), (194, 1), (201, 1), (202, 1), (227, 1), (289, 3), (331, 1), (371, 1), (418, 1), (430, 1), (456, 1), (515, 1), (626, 1), (673, 1), (720, 1), (781, 1), (798, 1), (810, 2), (848, 1), (863, 1), (889, 1), (902, 2), (980, 1), (998, 1), (1002, 5), (1075, 1), (1139, 1), (1268, 1), (1277, 1), (1308, 1), (1366, 6), (1439, 1), (1676, 1), (1716, 1), (1873, 1), (1875, 1), (1879, 1), (1895, 1), (1908, 1), (1909, 1), (2189, 2), (2336, 1), (2364, 1), (2396, 1), (2457, 1), (2496, 1), (2624, 1), (2759, 1), (3252, 1), (3299, 1), (3585, 1), (3604, 1), (3790, 1), (3823, 1), (4151, 2), (4152, 3), (4316, 2), (4519, 1), (4733, 1), (4856, 1), (4923, 2), (5090, 2), (5103, 1), (5306, 1), (5834, 1), (6174, 1), (6349, 1), (6354, 2), (6454, 1), (6471, 1), (6513, 1), (7569, 1), (7570, 1), (7571, 1), (7572, 1), (7573, 1), (7574, 1)]"
388,"[(13, 1), (27, 1), (45, 1), (74, 1), (75, 2), (77, 1), (81, 1), (125, 1), (126, 1), (149, 1), (175, 1), (190, 1), (258, 1), (289, 2), (292, 1), (296, 1), (387, 1), (390, 1), (427, 1), (429, 1), (442, 1), (447, 1), (456, 1), (481, 1), (497, 1), (512, 1), (558, 1), (626, 1), (643, 2), (655, 1), (700, 7), (704, 1), (750, 1), (810, 4), (812, 1), (816, 1), (827, 1), (864, 2), (913, 2), (949, 1), (998, 1), (1162, 1), (1176, 1), (1186, 1), (1414, 1), (1439, 1), (1532, 1), (1672, 1), (1686, 1), (1690, 1), (1775, 1), (2044, 2), (2157, 1), (2198, 2), (2376, 1), (2482, 2), (3218, 1), (3416, 1), (3423, 1), (3699, 1), (4226, 1), (4780, 1), (4987, 1), (5014, 1), (5041, 2), (5061, 1), (5435, 2), (5637, 1), (5642, 1), (5707, 1), (5943, 1), (6024, 1), (6644, 1), (6852, 1), (7575, 1), (7576, 1)]"
389,"[(44, 1), (72, 1), (139, 3), (148, 1), (163, 1), (177, 1), (178, 2), (188, 1), (222, 1), (407, 1), (416, 1), (439, 2), (444, 1), (447, 1), (816, 4), (984, 1), (986, 1), (993, 1), (1002, 3), (1041, 1), (1165, 1), (1365, 1), (1441, 1), (1532, 2), (1592, 1), (1716, 1), (1735, 1), (1756, 1), (1794, 1), (1863, 2), (1868, 1), (1910, 1), (2189, 1), (2338, 1), (2376, 1), (2652, 2), (2964, 1), (3552, 1), (3604, 1), (3663, 5), (3779, 1), (3829, 1), (4226, 2), (4312, 1), (4672, 1), (5043, 1), (5047, 1), (5328, 1), (5942, 1), (5943, 1), (5974, 1), (6063, 1), (6179, 1), (6414, 1), (6680, 1), (7085, 1), (7338, 1), (7348, 1), (7577, 1), (7578, 1), (7579, 1), (7580, 2)]"
390,"[(44, 1), (45, 1), (104, 1), (125, 1), (163, 1), (196, 1), (238, 1), (292, 1), (398, 1), (523, 1), (535, 1), (770, 1), (794, 1), (810, 1), (855, 1), (895, 1), (902, 1), (904, 1), (913, 4), (914, 1), (990, 1), (1002, 1), (1011, 1), (1030, 1), (1066, 1), (1161, 1), (1288, 2), (1341, 1), (1522, 1), (1667, 1), (1672, 1), (1693, 1), (1700, 1), (1718, 1), (1720, 1), (1776, 1), (1786, 1), (1821, 1), (1870, 1), (1879, 1), (1895, 1), (1973, 2), (2075, 1), (2137, 1), (2230, 1), (2314, 2), (2402, 1), (2888, 1), (3215, 1), (3727, 1), (4010, 1), (4044, 1), (5170, 1), (5483, 1), (6414, 1), (6730, 1), (7581, 1), (7582, 1), (7583, 2), (7584, 1)]"
391,"[(3, 1), (17, 1), (19, 1), (44, 2), (45, 1), (60, 1), (89, 1), (123, 1), (134, 1), (139, 2), (146, 1), (148, 1), (153, 1), (157, 4), (163, 1), (165, 1), (166, 1), (175, 2), (177, 1), (196, 1), (222, 1), (225, 1), (229, 3), (280, 1), (284, 1), (331, 1), (371, 1), (402, 1), (427, 1), (434, 1), (438, 1), (442, 2), (447, 1), (452, 1), (453, 1), (490, 3), (514, 1), (515, 1), (517, 1), (655, 1), (669, 1), (685, 1), (710, 1), (732, 1), (741, 1), (744, 1), (770, 1), (792, 1), (810, 5), (818, 1), (865, 1), (881, 1), (889, 1), (902, 2), (913, 5), (914, 1), (927, 1), (990, 1), (998, 2), (1002, 1), (1142, 4), (1148, 1), (1149, 1), (1155, 2), (1179, 1), (1196, 1), (1240, 1), (1308, 1), (1588, 1), (1631, 1), (1782, 1), (1820, 4), (1831, 4), (1881, 1), (1920, 2), (1927, 1), (1949, 2), (1984, 1), (2113, 1), (2115, 1), (2167, 2), (2435, 1), (2468, 1), (2561, 1), (2733, 2), (2831, 1), (2913, 1), (3232, 1), (3267, 1), (3368, 2), (3663, 1), (3726, 1), (3727, 1), (3822, 1), (4014, 1), (4021, 1), (4065, 1), (4342, 1), (4466, 1), (4783, 1), (4820, 1), (4846, 1), (5079, 1), (5386, 1), (5618, 1), (5623, 1), (6448, 1), (6557, 1), (6703, 1), (7138, 1), (7510, 1), (7585, 1), (7586, 1), (7587, 1), (7588, 1), (7589, 1), (7590, 1), (7591, 1), (7592, 1)]"
392,"[(17, 4), (41, 1), (45, 2), (48, 1), (63, 1), (68, 1), (75, 1), (76, 1), (78, 1), (84, 1), (93, 4), (100, 1), (106, 1), (120, 1), (139, 1), (142, 1), (148, 2), (163, 1), (166, 1), (178, 1), (221, 1), (238, 1), (258, 1), (280, 1), (292, 3), (320, 1), (359, 1), (380, 1), (393, 1), (404, 1), (408, 1), (498, 1), (503, 1), (508, 1), (515, 1), (516, 2), (531, 1), (535, 1), (538, 1), (543, 1), (573, 1), (611, 1), (660, 1), (704, 1), (779, 1), (783, 1), (789, 1), (791, 1), (806, 1), (807, 1), (812, 1), (813, 1), (837, 1), (838, 1), (849, 1), (853, 1), (889, 1), (913, 1), (931, 2), (939, 1), (986, 1), (998, 2), (1015, 1), (1030, 1), (1078, 2), (1084, 1), (1108, 2), (1135, 1), (1162, 1), (1169, 1), (1194, 1), (1195, 1), (1197, 2), (1229, 1), (1255, 1), (1265, 2), (1266, 1), (1283, 1), (1289, 1), (1297, 1), (1316, 1), (1318, 1), (1346, 1), (1353, 1), (1395, 1), (1404, 1), (1408, 1), (1426, 1), (1439, 2), (1522, 1), (1527, 1), (1588, 1), (1670, 1), (1672, 1), (1676, 1), (1690, 1), (1700, 1), (1716, 2), (1718, 1), (1742, 1), (1754, 1), (1779, 1), (1786, 1), (1823, 1), (1831, 1), (1860, 1), (1863, 1), (1912, 2), (1943, 1), (1951, 1), (1953, 1), (1954, 1), (1968, 2), (2076, 1), (2145, 9), (2147, 1), (2184, 1), (2192, 3), (2195, 1), (2268, 1), (2435, 1), (2454, 1), (2492, 2), (2586, 1), (2631, 1), (2778, 1), (2855, 1), (2935, 1), (2979, 2), (3013, 1), (3030, 1), (3038, 1), (3047, 1), (3225, 1), (3228, 1), (3230, 1), (3284, 1), (3310, 1), (3382, 1), (3388, 1), (3410, 2), (3473, 1), (3494, 1), (3544, 1), (3570, 1), (3588, 1), (3663, 2), (3727, 1), (3833, 1), (3869, 1), (3996, 1), (4188, 1), (4194, 1), (4226, 1), (4296, 1), (4313, 1), (4587, 3), (4599, 1), (4639, 1), (4786, 1), (4788, 5), (4789, 2), (4817, 1), (4886, 1), (4918, 1), (4966, 1), (4971, 1), (4982, 1), (5055, 1), (5073, 1), (5103, 1), (5109, 2), (5144, 5), (5164, 1), (5254, 1), (5283, 1), (5342, 1), (5346, 1), (5411, 2), (5426, 1), (5448, 1), (5538, 1), (5618, 1), (5623, 1), (5653, 1), (5772, 1), (5778, 1), (6142, 1), (6338, 1), (6474, 1), (6590, 1), (6677, 1), (6698, 1), (7012, 1), (7015, 1), (7147, 1), (7166, 3), (7357, 1), (7526, 1), (7593, 1), (7594, 1), (7595, 1), (7596, 1), (7597, 1), (7598, 1), (7599, 1), (7600, 1), (7601, 1), (7602, 1), (7603, 1), (7604, 1), (7605, 1), (7606, 1), (7607, 1), (7608, 1), (7609, 1), (7610, 1), (7611, 1), (7612, 1), (7613, 1), (7614, 1), (7615, 1), (7616, 2), (7617, 1), (7618, 1), (7619, 1), (7620, 1), (7621, 1), (7622, 1), (7623, 1), (7624, 1), (7625, 1)]"
393,"[(8, 1), (13, 2), (17, 3), (30, 1), (44, 2), (148, 1), (160, 1), (163, 3), (174, 1), (178, 1), (196, 2), (220, 2), (280, 1), (312, 1), (348, 1), (371, 1), (374, 1), (390, 1), (407, 1), (429, 2), (430, 1), (439, 1), (442, 4), (516, 1), (535, 1), (543, 1), (558, 1), (717, 1), (719, 1), (728, 1), (732, 1), (744, 1), (750, 1), (754, 1), (783, 2), (798, 1), (804, 1), (809, 1), (810, 2), (819, 1), (836, 1), (849, 1), (860, 2), (902, 2), (983, 1), (1025, 1), (1032, 1), (1088, 1), (1139, 1), (1155, 1), (1186, 1), (1234, 1), (1265, 1), (1271, 1), (1312, 1), (1346, 1), (1415, 1), (1522, 1), (1534, 1), (1683, 1), (1690, 1), (1810, 1), (1839, 2), (1943, 1), (2226, 1), (2377, 1), (2450, 10), (2917, 3), (2929, 1), (3059, 1), (3210, 1), (3269, 1), (3368, 1), (3492, 1), (4011, 1), (4261, 1), (4313, 1), (4353, 1), (4413, 1), (4987, 1), (5058, 3), (5073, 1), (5313, 1), (5412, 1), (5464, 1), (5477, 1), (5482, 1), (6006, 1), (6094, 2), (6531, 1), (6990, 1), (7626, 1), (7627, 1), (7628, 1), (7629, 1), (7630, 2), (7631, 1), (7632, 1), (7633, 1), (7634, 1), (7635, 1), (7636, 1), (7637, 1), (7638, 1), (7639, 1), (7640, 1), (7641, 1), (7642, 1)]"
394,"[(5, 1), (19, 1), (45, 2), (84, 1), (93, 1), (143, 1), (165, 1), (175, 1), (178, 1), (192, 1), (238, 1), (239, 1), (258, 1), (263, 1), (264, 2), (289, 2), (292, 1), (301, 1), (333, 1), (343, 1), (351, 1), (383, 1), (386, 1), (389, 1), (390, 1), (414, 1), (427, 1), (440, 1), (442, 1), (516, 1), (644, 1), (689, 9), (704, 1), (714, 1), (736, 1), (763, 1), (765, 2), (769, 1), (779, 1), (783, 1), (810, 1), (812, 1), (849, 1), (853, 1), (874, 1), (876, 1), (889, 1), (909, 1), (913, 1), (922, 1), (1176, 2), (1285, 1), (1386, 1), (1434, 1), (1598, 1), (1663, 1), (1684, 1), (1832, 1), (1912, 1), (2226, 1), (2296, 1), (2389, 2), (2394, 1), (2586, 1), (2807, 1), (3009, 1), (3056, 1), (3248, 1), (3304, 1), (3448, 1), (3472, 1), (3882, 1), (4253, 1), (4955, 1), (5026, 1), (5034, 1), (5242, 1), (5328, 1), (5507, 1), (5582, 1), (5633, 1), (5937, 1), (6803, 1), (7348, 1), (7529, 1), (7643, 1), (7644, 1), (7645, 1), (7646, 1)]"
395,"[(30, 3), (69, 2), (71, 1), (81, 1), (84, 1), (93, 1), (100, 4), (121, 1), (139, 1), (156, 1), (175, 2), (184, 1), (289, 1), (468, 1), (512, 1), (559, 1), (593, 1), (627, 1), (717, 1), (777, 1), (810, 2), (838, 1), (855, 1), (857, 1), (861, 1), (863, 1), (866, 2), (873, 2), (889, 2), (980, 1), (1017, 1), (1029, 1), (1044, 1), (1111, 1), (1120, 1), (1225, 1), (1254, 1), (1321, 1), (1371, 1), (1415, 1), (1550, 1), (1624, 1), (1631, 1), (1754, 1), (1782, 1), (1810, 11), (1818, 1), (1827, 1), (1848, 1), (1895, 1), (1902, 1), (1931, 1), (2005, 1), (2420, 1), (2733, 1), (2840, 1), (2935, 1), (3009, 1), (3214, 3), (3335, 1), (3382, 1), (3472, 1), (3663, 1), (3689, 2), (3699, 1), (3735, 1), (3996, 2), (3997, 2), (4005, 1), (4461, 1), (4492, 1), (4665, 1), (5313, 1), (5461, 1), (6198, 1), (6396, 1), (6553, 1), (7542, 1), (7647, 1), (7648, 1), (7649, 1), (7650, 1), (7651, 1), (7652, 1), (7653, 1), (7654, 1)]"
396,"[(8, 1), (11, 2), (13, 1), (29, 3), (47, 3), (56, 1), (85, 1), (90, 1), (121, 1), (128, 1), (137, 2), (139, 1), (148, 2), (151, 2), (164, 1), (165, 2), (177, 1), (178, 1), (182, 1), (186, 3), (196, 2), (204, 2), (289, 4), (293, 1), (297, 1), (345, 1), (346, 1), (382, 2), (390, 1), (416, 3), (417, 4), (418, 1), (442, 1), (494, 1), (511, 1), (512, 1), (515, 1), (532, 1), (659, 2), (669, 1), (694, 1), (705, 1), (783, 2), (789, 3), (791, 1), (792, 2), (793, 1), (799, 3), (810, 3), (827, 1), (830, 1), (849, 2), (857, 3), (858, 1), (863, 1), (865, 1), (881, 1), (889, 1), (998, 1), (1140, 2), (1186, 1), (1194, 1), (1195, 1), (1280, 2), (1288, 1), (1293, 1), (1299, 2), (1302, 1), (1346, 1), (1411, 1), (1526, 1), (1568, 1), (1575, 1), (1588, 1), (1672, 2), (1713, 4), (1868, 1), (1880, 1), (1898, 1), (1921, 4), (1990, 2), (2148, 1), (2191, 1), (2302, 1), (2376, 2), (2389, 2), (2450, 1), (2477, 2), (2574, 1), (2742, 1), (2793, 1), (2807, 1), (2818, 1), (3003, 1), (3038, 7), (3267, 1), (3388, 2), (3570, 3), (3583, 1), (3591, 2), (3621, 1), (3699, 1), (3897, 1), (4729, 2), (5159, 1), (5378, 2), (5446, 1), (5612, 1), (5833, 1), (5974, 1), (6212, 1), (6224, 2), (6337, 2), (6342, 1), (7039, 2), (7062, 1), (7541, 1), (7655, 1), (7656, 1), (7657, 1), (7658, 1), (7659, 2), (7660, 1), (7661, 4)]"
397,"[(17, 2), (69, 2), (79, 1), (149, 2), (175, 1), (176, 1), (177, 1), (208, 1), (223, 1), (238, 1), (255, 1), (274, 2), (292, 7), (295, 2), (301, 3), (321, 2), (353, 1), (456, 1), (522, 1), (533, 1), (659, 1), (704, 1), (714, 1), (720, 1), (721, 1), (836, 1), (1002, 1), (1099, 1), (1120, 1), (1186, 1), (1197, 1), (1264, 1), (1270, 1), (1374, 1), (1382, 2), (1417, 1), (1434, 1), (1648, 1), (1690, 1), (1791, 1), (1800, 1), (1815, 1), (1833, 1), (1865, 2), (1951, 1), (2025, 1), (2238, 1), (2354, 1), (2482, 1), (2954, 1), (3229, 1), (3249, 1), (3307, 1), (3662, 1), (3800, 1), (3916, 1), (4010, 2), (4242, 1), (4270, 1), (4306, 1), (4945, 1), (4999, 4), (5030, 1), (5221, 1), (5306, 1), (5500, 1), (5555, 1), (6074, 1), (6505, 1), (6531, 1), (7662, 1), (7663, 1), (7664, 2), (7665, 1), (7666, 1), (7667, 2)]"
398,"[(19, 2), (31, 1), (53, 1), (65, 1), (69, 1), (76, 3), (89, 1), (94, 3), (112, 1), (148, 1), (163, 1), (167, 1), (175, 1), (176, 1), (178, 3), (182, 2), (200, 1), (212, 1), (221, 1), (225, 3), (227, 2), (258, 1), (289, 1), (294, 1), (301, 1), (327, 1), (330, 1), (389, 1), (406, 1), (408, 1), (449, 1), (468, 1), (502, 1), (513, 1), (535, 1), (540, 1), (643, 1), (705, 1), (718, 1), (763, 1), (928, 1), (939, 3), (953, 1), (965, 1), (993, 1), (1011, 2), (1030, 1), (1098, 1), (1151, 1), (1155, 1), (1166, 1), (1240, 1), (1288, 1), (1353, 1), (1382, 2), (1392, 3), (1393, 1), (1397, 1), (1405, 6), (1494, 2), (1531, 1), (1555, 1), (1584, 1), (1637, 3), (1648, 1), (1697, 2), (1745, 1), (1827, 1), (1852, 1), (1968, 1), (1978, 1), (2025, 4), (2394, 1), (2496, 1), (2574, 1), (2599, 5), (2605, 1), (2833, 1), (2886, 1), (2937, 1), (2958, 1), (2993, 1), (3039, 1), (3044, 1), (3184, 2), (3218, 1), (3263, 1), (3308, 1), (3435, 1), (3636, 1), (3646, 4), (3708, 1), (3803, 1), (3914, 1), (4207, 1), (4304, 1), (4323, 1), (4896, 1), (4899, 1), (4937, 1), (4953, 1), (4988, 1), (4999, 3), (5102, 2), (5192, 1), (5259, 1), (6055, 1), (6211, 1), (6703, 1), (6951, 1), (7668, 1), (7669, 1), (7670, 1), (7671, 1), (7672, 3), (7673, 1), (7674, 1), (7675, 3), (7676, 1), (7677, 1), (7678, 1)]"
399,"[(4, 1), (50, 4), (79, 1), (81, 4), (100, 2), (177, 1), (221, 3), (278, 1), (279, 1), (359, 1), (447, 1), (539, 1), (607, 1), (642, 1), (659, 1), (718, 1), (793, 1), (812, 1), (838, 1), (909, 1), (949, 2), (1002, 1), (1007, 1), (1202, 1), (1264, 1), (1270, 1), (1303, 1), (1352, 1), (1403, 2), (1406, 1), (1439, 1), (1441, 2), (1526, 2), (1635, 1), (1672, 1), (1686, 1), (1837, 1), (1838, 2), (2005, 1), (2234, 2), (2364, 1), (2402, 1), (2482, 9), (2599, 3), (2611, 1), (2818, 1), (2935, 1), (2992, 1), (3053, 1), (3291, 1), (3343, 1), (3388, 1), (3416, 1), (3523, 1), (4051, 1), (4482, 1), (5002, 2), (5031, 1), (5085, 1), (5094, 2), (5289, 1), (5435, 3), (7679, 1), (7680, 1), (7681, 1), (7682, 2), (7683, 1), (7684, 2)]"
400,"[(47, 1), (74, 1), (110, 1), (146, 1), (160, 1), (163, 1), (175, 1), (177, 1), (181, 1), (188, 1), (207, 1), (219, 1), (289, 2), (326, 1), (331, 1), (371, 1), (763, 1), (770, 1), (838, 2), (853, 1), (864, 2), (1002, 1), (1151, 1), (1431, 1), (1644, 1), (1663, 1), (1686, 1), (1852, 1), (1968, 1), (2131, 1), (2833, 1), (2935, 2), (4002, 2), (5102, 1), (5306, 1), (5328, 1), (6835, 1), (7685, 1)]"
401,"[(35, 1), (77, 1), (80, 1), (84, 1), (90, 2), (100, 1), (120, 1), (148, 1), (153, 1), (163, 1), (169, 1), (175, 3), (182, 2), (184, 1), (190, 1), (207, 1), (221, 1), (289, 1), (296, 1), (301, 9), (368, 1), (371, 1), (374, 1), (384, 1), (456, 1), (494, 1), (541, 1), (543, 4), (558, 1), (595, 5), (704, 2), (715, 1), (728, 1), (756, 1), (794, 1), (807, 2), (810, 4), (836, 1), (869, 1), (873, 1), (887, 1), (936, 1), (996, 1), (1088, 1), (1105, 1), (1148, 1), (1156, 2), (1161, 1), (1234, 2), (1265, 1), (1274, 2), (1378, 4), (1408, 1), (1422, 1), (1431, 1), (1508, 1), (1511, 3), (1532, 1), (1554, 1), (1644, 2), (1686, 3), (1706, 1), (1735, 2), (1852, 2), (1902, 1), (1931, 6), (2126, 1), (2191, 1), (2435, 1), (2453, 1), (2518, 2), (2803, 2), (2880, 1), (2919, 1), (2962, 2), (3199, 1), (3290, 2), (3295, 1), (3319, 2), (3369, 1), (3722, 1), (3839, 1), (3854, 3), (3856, 1), (3996, 1), (4094, 1), (4121, 2), (4167, 1), (4401, 1), (4834, 1), (5175, 1), (5540, 1), (5972, 1), (6142, 1), (6280, 1), (6325, 1), (6410, 1), (6809, 1), (7275, 1), (7686, 1), (7687, 1), (7688, 1), (7689, 2), (7690, 1), (7691, 1), (7692, 1), (7693, 1), (7694, 4), (7695, 1), (7696, 1), (7697, 1), (7698, 1), (7699, 2), (7700, 1), (7701, 1), (7702, 1), (7703, 1)]"
402,"[(17, 1), (26, 1), (29, 2), (104, 2), (153, 2), (169, 2), (177, 1), (191, 1), (202, 2), (256, 1), (289, 1), (430, 2), (512, 1), (535, 1), (643, 4), (652, 1), (744, 1), (763, 1), (873, 1), (889, 1), (909, 1), (962, 1), (1007, 1), (1051, 1), (1073, 1), (1099, 1), (1177, 1), (1288, 1), (1371, 1), (1588, 1), (1657, 1), (1675, 1), (1710, 1), (1745, 1), (1850, 1), (1870, 1), (2030, 1), (2262, 1), (2420, 1), (2426, 1), (2427, 1), (2435, 1), (2767, 1), (2796, 1), (3229, 1), (3269, 1), (3362, 1), (3775, 1), (4175, 1), (4295, 1), (4343, 1), (4437, 1), (4677, 1), (4755, 2), (4837, 1), (5130, 1), (5204, 1), (5794, 1), (6159, 1), (6598, 1), (7075, 1), (7704, 1), (7705, 1), (7706, 1), (7707, 1), (7708, 1), (7709, 1), (7710, 1), (7711, 1), (7712, 1), (7713, 1), (7714, 2), (7715, 1)]"
403,"[(19, 1), (26, 1), (29, 2), (45, 1), (49, 1), (80, 2), (85, 1), (143, 1), (145, 1), (148, 1), (163, 3), (167, 1), (178, 1), (192, 1), (196, 2), (197, 1), (258, 1), (295, 1), (302, 1), (407, 1), (430, 1), (447, 1), (450, 1), (502, 1), (533, 1), (539, 1), (593, 1), (647, 1), (703, 1), (704, 2), (763, 1), (769, 1), (803, 1), (810, 4), (858, 1), (873, 1), (891, 2), (947, 1), (1001, 1), (1006, 1), (1065, 1), (1155, 1), (1162, 1), (1172, 1), (1185, 1), (1218, 1), (1266, 1), (1270, 1), (1277, 1), (1377, 1), (1386, 1), (1464, 2), (1624, 1), (1694, 1), (1754, 1), (1786, 1), (1791, 1), (2025, 2), (2167, 2), (2189, 1), (2240, 2), (2518, 1), (2827, 1), (2840, 1), (3277, 1), (3307, 1), (3399, 2), (3472, 1), (3498, 1), (3652, 3), (3778, 1), (4008, 1), (4081, 1), (4584, 1), (4725, 1), (5058, 1), (5085, 1), (5505, 1), (5655, 1), (5701, 2), (5772, 1), (5831, 1), (6555, 1), (7106, 1), (7334, 1), (7630, 1), (7716, 1), (7717, 1), (7718, 1)]"
404,"[(6, 1), (22, 1), (27, 1), (50, 1), (71, 1), (76, 1), (84, 1), (153, 1), (175, 1), (177, 2), (178, 1), (184, 1), (196, 1), (258, 1), (264, 1), (289, 1), (351, 1), (429, 1), (445, 1), (464, 1), (469, 2), (470, 2), (477, 1), (515, 2), (523, 1), (529, 1), (554, 1), (584, 2), (643, 5), (744, 2), (769, 1), (771, 1), (794, 1), (798, 2), (803, 1), (810, 3), (820, 3), (838, 1), (863, 1), (873, 5), (913, 4), (978, 1), (980, 1), (986, 1), (1006, 1), (1030, 1), (1155, 1), (1156, 1), (1157, 2), (1158, 1), (1162, 1), (1183, 1), (1220, 2), (1229, 3), (1240, 1), (1318, 1), (1351, 1), (1371, 1), (1380, 1), (1505, 1), (1521, 1), (1579, 1), (1644, 1), (1672, 4), (1677, 1), (1684, 1), (1701, 1), (1775, 1), (1794, 1), (1920, 1), (1949, 1), (1973, 1), (2096, 1), (2122, 1), (2128, 1), (2145, 1), (2191, 2), (2410, 1), (2432, 1), (2482, 2), (2496, 1), (2522, 1), (2728, 1), (2926, 1), (2935, 1), (3019, 1), (3077, 6), (3218, 1), (3254, 1), (3311, 1), (3481, 1), (3815, 1), (4002, 1), (4239, 1), (4399, 1), (4785, 1), (4809, 1), (4899, 5), (4940, 1), (4985, 1), (5026, 2), (5084, 1), (5165, 1), (5182, 1), (5189, 1), (5237, 2), (5533, 1), (5872, 1), (5936, 1), (6418, 3), (7342, 1), (7445, 1), (7446, 1), (7719, 1), (7720, 1), (7721, 1), (7722, 1), (7723, 1), (7724, 1), (7725, 1), (7726, 1), (7727, 1), (7728, 1), (7729, 1), (7730, 1), (7731, 5), (7732, 1)]"
405,"[(13, 1), (17, 2), (65, 1), (69, 2), (104, 1), (148, 1), (163, 1), (164, 1), (176, 1), (196, 1), (274, 1), (302, 1), (433, 1), (434, 1), (447, 2), (535, 1), (593, 1), (760, 1), (794, 1), (902, 1), (984, 1), (998, 1), (1057, 1), (1186, 2), (1500, 1), (1624, 1), (1664, 1), (1873, 1), (2025, 1), (2076, 1), (2455, 1), (3066, 1), (3267, 1), (3268, 1), (3369, 1), (4090, 1), (5034, 1), (5059, 1), (5110, 1), (6590, 1), (6706, 1), (7733, 2), (7734, 1), (7735, 1)]"
